,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"IMPORTANT:
 1->10->2->3->-4>...",,Revisit - new,,,Annotator,,,,,,,,,,,,,,,,,,,,,,,,Revisit
"Balls are indexed left-to-right in the last frame before any release from `ball_1` through `ball_6`. Which ball took the longest time to fall through the hole after its own release?
 
 (A) ball_2
 (B) ball_4
 (C) ball_6
 (D) ball_1",/nas2/benchmarks/vpi/real/processed/funnel_ball/0032_pt1.mp4,funnel_ball,No,Location,Dict,Sihyun,"Multi-entity attribution, Homogeneity",,,FALSE,,,,,,,,,,,,,,,,,,,,
"Balls are indexed left-to-right in the last frame before any release from `ball_1` through `ball_6`. Which ball took the longest time to fall through the hole after its own release?
 
 (A) ball_3
 (B) ball_6
 (C) ball_1
 (D) ball_4",/nas2/benchmarks/vpi/real/processed/funnel_ball/0033_pt1.mp4,funnel_ball,No,Location,Dict,Sihyun,"Multi-entity attribution, Homogeneity",,,FALSE,,,,,,,,,,,,,,,,,,,,
"Balls are indexed left-to-right in the last frame before any release from `ball_1` through `ball_6`. Which ball took the longest time to fall through the hole after its own release?
 
 (A) ball_6
 (B) ball_1
 (C) ball_5
 (D) ball_4",/nas2/benchmarks/vpi/real/processed/funnel_ball/0034_pt1.mp4,funnel_ball,No,Location,Dict,Sihyun,"Multi-entity attribution, Homogeneity",,,FALSE,,,,,,,,,,,,,,,,,,,,
"Balls are indexed left-to-right in the last frame before any release from `ball_1` through `ball_6`. Which ball took the longest time to fall through the hole after its own release?
 
 (A) ball_5
 (B) ball_3
 (C) ball_1
 (D) ball_4",/nas2/benchmarks/vpi/real/processed/funnel_ball/0035_pt1.mp4,funnel_ball,No,Location,Dict,Sihyun,"Multi-entity attribution, Homogeneity",,,FALSE,,,,,,,,,,,,,,,,,,,,
"Balls are indexed left-to-right in the last frame before any release from `ball_1` through `ball_6`. Which ball took the longest time to fall through the hole after its own release?
 
 (A) ball_2
 (B) ball_3
 (C) ball_6
 (D) ball_1",/nas2/benchmarks/vpi/real/processed/funnel_ball/0036_pt1.mp4,funnel_ball,No,Location,Dict,Sihyun,"Multi-entity attribution, Homogeneity",,,FALSE,,,,,,,,,,,,,,,,,,,,
"Balls are indexed left-to-right in the last frame before any release from `ball_1` through `ball_6`. Which ball took the longest time to fall through the hole after its own release?
 
 (A) ball_4
 (B) ball_2
 (C) ball_6
 (D) ball_5",/nas2/benchmarks/vpi/real/processed/funnel_ball/0037_pt1.mp4,funnel_ball,No,Location,Dict,Sihyun,"Multi-entity attribution, Homogeneity",,,FALSE,,,,,,,,,,,,,,,,,,,,
"Balls are indexed left-to-right in the last frame before any release from `ball_1` through `ball_6`. Which ball took the longest time to fall through the hole after its own release?
 
 (A) ball_4
 (B) ball_6
 (C) ball_1
 (D) ball_5",/nas2/benchmarks/vpi/real/processed/funnel_ball/0038_pt1.mp4,funnel_ball,No,Location,Dict,Sihyun,"Multi-entity attribution, Homogeneity",,,FALSE,,,,,,,,,,,,,,,,,,,,
"Balls are indexed left-to-right in the last frame before any release from `ball_1` through `ball_6`. Which ball took the longest time to fall through the hole after its own release?
 
 (A) ball_2
 (B) ball_1
 (C) ball_4
 (D) ball_6",/nas2/benchmarks/vpi/real/processed/funnel_ball/0039_pt1.mp4,funnel_ball,No,Location,Dict,Sihyun,"Multi-entity attribution, Homogeneity",,,FALSE,,,,,,,,,,,,,,,,,,,,
"Balls are indexed left-to-right in the last frame before any release from `ball_1` through `ball_6`. Which ball took the longest time to fall through the hole after its own release?
 
 (A) ball_3
 (B) ball_1
 (C) ball_2
 (D) ball_5",/nas2/benchmarks/vpi/real/processed/funnel_ball/0040_pt1.mp4,funnel_ball,No,Location,Dict,Sihyun,"Multi-entity attribution, Homogeneity",,,FALSE,,,,,,,,,,,,,,,,,,,,
"Balls are indexed left-to-right in the last frame before any release from `ball_1` through `ball_6`. Which ball took the longest time to fall through the hole after its own release?
 
 (A) ball_6
 (B) ball_1
 (C) ball_5
 (D) ball_3",/nas2/benchmarks/vpi/real/processed/funnel_ball/0041_pt1.mp4,funnel_ball,No,Location,Dict,Sihyun,"Multi-entity attribution, Homogeneity",,,FALSE,,,,,,,,,,,,,,,,,,,,
"Balls are indexed left-to-right in the last frame before any release from `ball_1` through `ball_6`. Which ball took the longest time to fall through the hole after its own release?
 
 (A) ball_1
 (B) ball_4
 (C) ball_6
 (D) ball_5",/nas2/benchmarks/vpi/real/processed/funnel_ball/0042_pt1.mp4,funnel_ball,No,Location,Dict,Sihyun,"Multi-entity attribution, Homogeneity",,,FALSE,,,,,,,,,,,,,,,,,,,,
"Balls are indexed left-to-right in the last frame before any release from `ball_1` through `ball_6`. Which ball took the longest time to fall through the hole after its own release?
 
 (A) ball_1
 (B) ball_6
 (C) ball_5
 (D) ball_4",/nas2/benchmarks/vpi/real/processed/funnel_ball/0043_pt1.mp4,funnel_ball,No,Location,Dict,Sihyun,"Multi-entity attribution, Homogeneity",,,FALSE,,,,,,,,,,,,,,,,,,,,
"Balls are indexed left-to-right in the last frame before any release from `ball_1` through `ball_6`. Which ball took the longest time to fall through the hole after its own release?
 
 (A) ball_5
 (B) ball_1
 (C) ball_6
 (D) ball_2",/nas2/benchmarks/vpi/real/processed/funnel_ball/0044_pt1.mp4,funnel_ball,No,Location,Dict,Sihyun,"Multi-entity attribution, Homogeneity",,,FALSE,,,,,,,,,,,,,,,,,,,,
"Balls are indexed left-to-right in the last frame before any release from `ball_1` through `ball_6`. Which ball took the longest time to fall through the hole after its own release?
 
 (A) ball_5
 (B) ball_6
 (C) ball_1
 (D) ball_3",/nas2/benchmarks/vpi/real/processed/funnel_ball/0045_pt1.mp4,funnel_ball,No,Location,Dict,Sihyun,"Multi-entity attribution, Homogeneity",,,FALSE,,,,,,,,,,,,,,,,,,,,
"Balls are indexed left-to-right in the last frame before any release from `ball_1` through `ball_6`. Which ball took the longest time to fall through the hole after its own release?
 
 (A) ball_6
 (B) ball_3
 (C) ball_1
 (D) ball_2",/nas2/benchmarks/vpi/real/processed/funnel_ball/0046_pt1.mp4,funnel_ball,No,Location,Dict,Sihyun,"Multi-entity attribution, Homogeneity",,,FALSE,,,,,,,,,,,,,,,,,,,,
"Balls are indexed left-to-right in the last frame before any release from `ball_1` through `ball_6`. Which ball took the longest time to fall through the hole after its own release?
 
 (A) ball_3
 (B) ball_5
 (C) ball_1
 (D) ball_4",/nas2/benchmarks/vpi/real/processed/funnel_ball/0047_pt1.mp4,funnel_ball,No,Location,Dict,Sihyun,"Multi-entity attribution, Homogeneity",,,FALSE,,,,,,,,,,,,,,,,,,,,
"Balls are indexed left-to-right in the last frame before any release from `ball_1` through `ball_6`. Which ball took the longest time to fall through the hole after its own release?
 
 (A) ball_5
 (B) ball_3
 (C) ball_1
 (D) ball_6",/nas2/benchmarks/vpi/real/processed/funnel_ball/0048_pt1.mp4,funnel_ball,No,Location,Dict,Sihyun,"Multi-entity attribution, Homogeneity",,,FALSE,,,,,,,,,,,,,,,,,,,,
"Balls are indexed left-to-right in the last frame before any release from `ball_1` through `ball_6`. Which ball took the longest time to fall through the hole after its own release?
 
 (A) ball_6
 (B) ball_3
 (C) ball_5
 (D) ball_1",/nas2/benchmarks/vpi/real/processed/funnel_ball/0049_pt1.mp4,funnel_ball,No,Location,Dict,Sihyun,"Multi-entity attribution, Homogeneity",,,FALSE,,,,,,,,,,,,,,,,,,,,
"Balls are indexed left-to-right in the last frame before any release from `ball_1` through `ball_6`. Which ball took the longest time to fall through the hole after its own release?
 
 (A) ball_3
 (B) ball_1
 (C) ball_5
 (D) ball_2",/nas2/benchmarks/vpi/real/processed/funnel_ball/0050_pt1.mp4,funnel_ball,No,Location,Dict,Sihyun,"Multi-entity attribution, Homogeneity",,,FALSE,,,,,,,,,,,,,,,,,,,,
How many own goals were committed in total across all games?,/nas2/benchmarks/vpi/real/processed/hockey/0001_pt1.mp4,hockey,No,Count,Atmoic,Sihyun,Multi-entity attribution,,,FALSE,,,,,,,,,,,,,,,,,,,,
"What is the final score (red-blue)?
 
 (A) 2-2
 (B) 3-1
 (C) 0-4
 (D) 4-0",/nas2/benchmarks/vpi/real/processed/hockey/0001_pt1.mp4,hockey,No,Count,Dict,Sihyun,Multi-entity attribution,,,FALSE,,,,,,,,,,,,,,,,,,,,
"Which game had the longest duration?
 
 (A) Game 3
 (B) Game 1
 (C) Game 2
 (D) Game 4",/nas2/benchmarks/vpi/real/processed/hockey/0001_pt1.mp4,hockey,No,Attribute,Sequence,Sihyun,Multi-entity attribution,,,FALSE,,,,,,,,,,,,,,,,,,,,
How many own goals were committed in total across all games?,/nas2/benchmarks/vpi/real/processed/hockey/0002_pt1.mp4,hockey,No,Count,Atmoic,Sihyun,Multi-entity attribution,,,FALSE,,,,,,,,,,,,,,,,,,,,
"What is the final score (red-blue)?
 
 (A) 2-2
 (B) 0-4
 (C) 1-3
 (D) 3-1",/nas2/benchmarks/vpi/real/processed/hockey/0002_pt1.mp4,hockey,No,Count,Dict,Sihyun,Multi-entity attribution,,,FALSE,,,,,,,,,,,,,,,,,,,,
"Which game had the longest duration?
 
 (A) Game 3
 (B) Game 2
 (C) Game 1
 (D) Game 4",/nas2/benchmarks/vpi/real/processed/hockey/0002_pt1.mp4,hockey,No,Attribute,Sequence,Sihyun,Multi-entity attribution,,,FALSE,,,,,,,,,,,,,,,,,,,,
How many own goals were committed in total across all games?,/nas2/benchmarks/vpi/real/processed/hockey/0003_pt1.mp4,hockey,No,Count,Atmoic,Sihyun,Multi-entity attribution,,,FALSE,,,,,,,,,,,,,,,,,,,,
"What is the final score (red-blue)?
 
 (A) 1-3
 (B) 0-4
 (C) 4-0
 (D) 3-1",/nas2/benchmarks/vpi/real/processed/hockey/0003_pt1.mp4,hockey,No,Count,Dict,Sihyun,Multi-entity attribution,,,FALSE,,,,,,,,,,,,,,,,,,,,
"Which game had the longest duration?
 
 (A) Game 4
 (B) Game 3
 (C) Game 2
 (D) Game 1",/nas2/benchmarks/vpi/real/processed/hockey/0003_pt1.mp4,hockey,No,Attribute,Sequence,Sihyun,Multi-entity attribution,,,FALSE,,,,,,,,,,,,,,,,,,,,
How many own goals were committed in total across all games?,/nas2/benchmarks/vpi/real/processed/hockey/0004_pt1.mp4,hockey,No,Count,Atmoic,Sihyun,Multi-entity attribution,,,FALSE,,,,,,,,,,,,,,,,,,,,
"What is the final score (red-blue)?
 
 (A) 3-1
 (B) 0-4
 (C) 1-3
 (D) 2-2",/nas2/benchmarks/vpi/real/processed/hockey/0004_pt1.mp4,hockey,No,Count,Dict,Sihyun,Multi-entity attribution,,,FALSE,,,,,,,,,,,,,,,,,,,,
"Which game had the longest duration?
 
 (A) Game 2
 (B) Game 1
 (C) Game 4
 (D) Game 3",/nas2/benchmarks/vpi/real/processed/hockey/0004_pt1.mp4,hockey,No,Attribute,Sequence,Sihyun,Multi-entity attribution,,,FALSE,,,,,,,,,,,,,,,,,,,,
How many own goals were committed in total across all games?,/nas2/benchmarks/vpi/real/processed/hockey/0005_pt1.mp4,hockey,No,Count,Atmoic,Sihyun,Multi-entity attribution,,,FALSE,,,,,,,,,,,,,,,,,,,,
"What is the final score (red-blue)?
 
 (A) 4-0
 (B) 2-2
 (C) 0-4
 (D) 3-1",/nas2/benchmarks/vpi/real/processed/hockey/0005_pt1.mp4,hockey,No,Count,Dict,Sihyun,Multi-entity attribution,,,FALSE,,,,,,,,,,,,,,,,,,,,
"Which game had the longest duration?
 
 (A) Game 2
 (B) Game 4
 (C) Game 3
 (D) Game 1",/nas2/benchmarks/vpi/real/processed/hockey/0005_pt1.mp4,hockey,No,Attribute,Sequence,Sihyun,Multi-entity attribution,,,FALSE,,,,,,,,,,,,,,,,,,,,
How many own goals were committed in total across all games?,/nas2/benchmarks/vpi/real/processed/hockey/0006_pt1.mp4,hockey,No,Count,Atmoic,Sihyun,Multi-entity attribution,,,FALSE,,,,,,,,,,,,,,,,,,,,
"What is the final score (red-blue)?
 
 (A) 3-1
 (B) 4-0
 (C) 2-2
 (D) 0-4",/nas2/benchmarks/vpi/real/processed/hockey/0006_pt1.mp4,hockey,No,Count,Dict,Sihyun,Multi-entity attribution,,,FALSE,,,,,,,,,,,,,,,,,,,,
"Which game had the longest duration?
 
 (A) Game 4
 (B) Game 1
 (C) Game 2
 (D) Game 3",/nas2/benchmarks/vpi/real/processed/hockey/0006_pt1.mp4,hockey,No,Attribute,Sequence,Sihyun,Multi-entity attribution,,,FALSE,,,,,,,,,,,,,,,,,,,,
How many own goals were committed in total across all games?,/nas2/benchmarks/vpi/real/processed/hockey/0007_pt1.mp4,hockey,No,Count,Atmoic,Sihyun,Multi-entity attribution,,,FALSE,,,,,,,,,,,,,,,,,,,,
"What is the final score (red-blue)?
 
 (A) 2-2
 (B) 0-4
 (C) 3-1
 (D) 1-3",/nas2/benchmarks/vpi/real/processed/hockey/0007_pt1.mp4,hockey,No,Count,Dict,Sihyun,Multi-entity attribution,,,FALSE,,,,,,,,,,,,,,,,,,,,
"Which game had the longest duration?
 
 (A) Game 1
 (B) Game 4
 (C) Game 3
 (D) Game 2",/nas2/benchmarks/vpi/real/processed/hockey/0007_pt1.mp4,hockey,No,Attribute,Sequence,Sihyun,Multi-entity attribution,,,FALSE,,,,,,,,,,,,,,,,,,,,
How many own goals were committed in total across all games?,/nas2/benchmarks/vpi/real/processed/hockey/0008_pt1.mp4,hockey,No,Count,Atmoic,Sihyun,Multi-entity attribution,,,FALSE,,,,,,,,,,,,,,,,,,,,
"What is the final score (red-blue)?
 
 (A) 2-2
 (B) 4-0
 (C) 1-3
 (D) 3-1",/nas2/benchmarks/vpi/real/processed/hockey/0008_pt1.mp4,hockey,No,Count,Dict,Sihyun,Multi-entity attribution,,,FALSE,,,,,,,,,,,,,,,,,,,,
"Which game had the longest duration?
 
 (A) Game 1
 (B) Game 2
 (C) Game 3
 (D) Game 4",/nas2/benchmarks/vpi/real/processed/hockey/0008_pt1.mp4,hockey,No,Attribute,Sequence,Sihyun,Multi-entity attribution,,,FALSE,,,,,,,,,,,,,,,,,,,,
How many own goals were committed in total across all games?,/nas2/benchmarks/vpi/real/processed/hockey/0009_pt1.mp4,hockey,No,Count,Atmoic,Sihyun,Multi-entity attribution,,,FALSE,,,,,,,,,,,,,,,,,,,,
"What is the final score (red-blue)?
 
 (A) 0-4
 (B) 3-1
 (C) 2-2
 (D) 1-3",/nas2/benchmarks/vpi/real/processed/hockey/0009_pt1.mp4,hockey,No,Count,Dict,Sihyun,Multi-entity attribution,,,FALSE,,,,,,,,,,,,,,,,,,,,
"Which game had the longest duration?
 
 (A) Game 3
 (B) Game 4
 (C) Game 1
 (D) Game 2",/nas2/benchmarks/vpi/real/processed/hockey/0009_pt1.mp4,hockey,No,Attribute,Sequence,Sihyun,Multi-entity attribution,,,FALSE,,,,,,,,,,,,,,,,,,,,
How many own goals were committed in total across all games?,/nas2/benchmarks/vpi/real/processed/hockey/0010_pt1.mp4,hockey,No,Count,Atmoic,Sihyun,Multi-entity attribution,,,FALSE,,,,,,,,,,,,,,,,,,,,
"What is the final score (red-blue)?
 
 (A) 2-2
 (B) 3-1
 (C) 0-4
 (D) 4-0",/nas2/benchmarks/vpi/real/processed/hockey/0010_pt1.mp4,hockey,No,Count,Dict,Sihyun,Multi-entity attribution,,,FALSE,,,,,,,,,,,,,,,,,,,,
"Which game had the longest duration?
 
 (A) Game 2
 (B) Game 1
 (C) Game 3
 (D) Game 4",/nas2/benchmarks/vpi/real/processed/hockey/0010_pt1.mp4,hockey,No,Attribute,Sequence,Sihyun,Multi-entity attribution,,,FALSE,,,,,,,,,,,,,,,,,,,,
How many own goals were committed in total across all games?,/nas2/benchmarks/vpi/real/processed/hockey/0011_pt1.mp4,hockey,No,Count,Atmoic,Sihyun,Multi-entity attribution,,,FALSE,,,,,,,,,,,,,,,,,,,,
"What is the final score (red-blue)?
 
 (A) 0-4
 (B) 4-0
 (C) 2-2
 (D) 1-3",/nas2/benchmarks/vpi/real/processed/hockey/0011_pt1.mp4,hockey,No,Count,Dict,Sihyun,Multi-entity attribution,,,FALSE,,,,,,,,,,,,,,,,,,,,
"Which game had the longest duration?
 
 (A) Game 4
 (B) Game 1
 (C) Game 2
 (D) Game 3",/nas2/benchmarks/vpi/real/processed/hockey/0011_pt1.mp4,hockey,No,Attribute,Sequence,Sihyun,Multi-entity attribution,,,FALSE,,,,,,,,,,,,,,,,,,,,
How many own goals were committed in total across all games?,/nas2/benchmarks/vpi/real/processed/hockey/0012_pt1.mp4,hockey,No,Count,Atmoic,Sihyun,Multi-entity attribution,,,FALSE,,,,,,,,,,,,,,,,,,,,
"What is the final score (red-blue)?
 
 (A) 1-3
 (B) 4-0
 (C) 0-4
 (D) 2-2",/nas2/benchmarks/vpi/real/processed/hockey/0012_pt1.mp4,hockey,No,Count,Dict,Sihyun,Multi-entity attribution,,,FALSE,,,,,,,,,,,,,,,,,,,,
"Which game had the longest duration?
 
 (A) Game 4
 (B) Game 1
 (C) Game 3
 (D) Game 2",/nas2/benchmarks/vpi/real/processed/hockey/0012_pt1.mp4,hockey,No,Attribute,Sequence,Sihyun,Multi-entity attribution,,,FALSE,,,,,,,,,,,,,,,,,,,,
How many own goals were committed in total across all games?,/nas2/benchmarks/vpi/real/processed/hockey/0013_pt1.mp4,hockey,No,Count,Atmoic,Sihyun,Multi-entity attribution,,,FALSE,,,,,,,,,,,,,,,,,,,,
"What is the final score (red-blue)?
 
 (A) 4-0
 (B) 2-2
 (C) 0-4
 (D) 3-1",/nas2/benchmarks/vpi/real/processed/hockey/0013_pt1.mp4,hockey,No,Count,Dict,Sihyun,Multi-entity attribution,,,FALSE,,,,,,,,,,,,,,,,,,,,
"Which game had the longest duration?
 
 (A) Game 3
 (B) Game 2
 (C) Game 1
 (D) Game 4",/nas2/benchmarks/vpi/real/processed/hockey/0013_pt1.mp4,hockey,No,Attribute,Sequence,Sihyun,Multi-entity attribution,,,FALSE,,,,,,,,,,,,,,,,,,,,
How many own goals were committed in total across all games?,/nas2/benchmarks/vpi/real/processed/hockey/0014_pt1.mp4,hockey,No,Count,Atmoic,Sihyun,Multi-entity attribution,,,FALSE,,,,,,,,,,,,,,,,,,,,
"What is the final score (red-blue)?
 
 (A) 2-2
 (B) 3-1
 (C) 0-4
 (D) 1-3",/nas2/benchmarks/vpi/real/processed/hockey/0014_pt1.mp4,hockey,No,Count,Dict,Sihyun,Multi-entity attribution,,,FALSE,,,,,,,,,,,,,,,,,,,,
"Which game had the longest duration?
 
 (A) Game 1
 (B) Game 2
 (C) Game 4
 (D) Game 3",/nas2/benchmarks/vpi/real/processed/hockey/0014_pt1.mp4,hockey,No,Attribute,Sequence,Sihyun,Multi-entity attribution,,,FALSE,,,,,,,,,,,,,,,,,,,,
How many own goals were committed in total across all games?,/nas2/benchmarks/vpi/real/processed/hockey/0015_pt1.mp4,hockey,No,Count,Atmoic,Sihyun,Multi-entity attribution,,,FALSE,,,,,,,,,,,,,,,,,,,,
"What is the final score (red-blue)?
 
 (A) 2-2
 (B) 1-3
 (C) 3-1
 (D) 0-4",/nas2/benchmarks/vpi/real/processed/hockey/0015_pt1.mp4,hockey,No,Count,Dict,Sihyun,Multi-entity attribution,,,FALSE,,,,,,,,,,,,,,,,,,,,
"Which game had the longest duration?
 
 (A) Game 2
 (B) Game 1
 (C) Game 4
 (D) Game 3",/nas2/benchmarks/vpi/real/processed/hockey/0015_pt1.mp4,hockey,No,Attribute,Sequence,Sihyun,Multi-entity attribution,,,FALSE,,,,,,,,,,,,,,,,,,,,
