,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"IMPORTANT:
1->10->2->3->-4>...",,Revisit - new,,,Annotator,,,,,,,,,,,,,,,,,,,,,,,,Revisit
"In the last point, where did the ball land on its third-to-last bounce? (Note: ""Left"" and ""right"" are from the perspective of the player on that side of the court).
 
 (A) the left service box
 (B) out of bounds
 (C) the backcourt
 (D) the right service box",/nas2/benchmarks/vpi/real/processed/tennis/0002_pt1.mp4,tennis,No,Location,Sequence,Sihyun,"Action ambiguity, Multi-entity attribution",Sequence,,FALSE,,,,,,,,,,,,,,,,,,,,
"In the last point, which area was most frequently hit by the ball? (Note: ""Left"" and ""right"" are from the perspective of the player on that side of the court).
 
 (A) the right service box
 (B) the left service box
 (C) the backcourt
 (D) out of bounds",/nas2/benchmarks/vpi/real/processed/tennis/0002_pt1.mp4,tennis,No,Count,Dict,Sihyun,"Action ambiguity, Multi-entity attribution",Indexed counters,,FALSE,,,,,,,,,,,,,,,,,,,,
"In what order do the players score throughout the video?
 
 (A) The white-shirt and black-vest player -> The white-shirt and black-vest player -> the white-shirt and black-vest player
 (B) The white-shirt and black-vest player -> the black-shirt player -> the black-shirt player
 (C) the black-shirt player -> the black-shirt player -> the white-shirt and black-vest player
 (D) The white-shirt and black-vest player -> the black-shirt player -> the white-shirt and black-vest player",/nas2/benchmarks/vpi/real/processed/tennis/0002_pt1.mp4,tennis,No,Attribute,Sequence,Sihyun,"Action ambiguity, Multi-entity attribution",Sequence,,FALSE,,,,,,,,,,,,,,,,,,,,
"In the first point, where did the scoring ball land? (Note: ""Left"" and ""right"" are from the perspective of the player on that side of the court).
 
 (A) the right service box
 (B) the left service box
 (C) out of bounds
 (D) the backcourt",/nas2/benchmarks/vpi/real/processed/tennis/0002_pt2.mp4,tennis,,,,Sihyun,"Action ambiguity, Multi-entity attribution",Discrete location,,TRUE,,,,,,,,,,,,,,,,,,,,
"In the last point, where did the ball land on its third-to-last bounce? (Note: ""Left"" and ""right"" are from the perspective of the player on that side of the court).
 
 (A) out of bounds
 (B) the left service box
 (C) the backcourt
 (D) the right service box",/nas2/benchmarks/vpi/real/processed/tennis/0002_pt2.mp4,tennis,No,Location,Sequence,Sihyun,"Action ambiguity, Multi-entity attribution",Sequence,,FALSE,,,,,,,,,,,,,,,,,,,,
"In the last point, which area was most frequently hit by the ball? (Note: ""Left"" and ""right"" are from the perspective of the player on that side of the court).
 
 (A) the left service box
 (B) the right service box
 (C) out of bounds
 (D) the backcourt",/nas2/benchmarks/vpi/real/processed/tennis/0002_pt2.mp4,tennis,No,Count,Dict,Sihyun,"Action ambiguity, Multi-entity attribution",Indexed counters,,FALSE,,,,,,,,,,,,,,,,,,,,
"In what order do the players score throughout the video?
 
 (A) The white-shirt and black-vest player -> the white-shirt and black-vest player -> the white-shirt and black-vest player
 (B) The white-shirt player -> the white-shirt and black-vest player -> the white-shirt and black-vest player
 (C) The white-shirt and black-vest player -> the white-shirt and black-vest player -> The white-shirt player
 (D) The white-shirt and black-vest player -> the white-shirt and black-vest player -> The black-vest player",/nas2/benchmarks/vpi/real/processed/tennis/0002_pt2.mp4,tennis,No,Attribute,Sequence,Sihyun,"Action ambiguity, Multi-entity attribution",Sequence,,FALSE,,,,,,,,,,,,,,,,,,,,
"In the last point, where did the scoring ball land? (Note: ""Left"" and ""right"" are from the perspective of the player on that side of the court).
 
 (A) the backcourt
 (B) the left service box
 (C) the right service box
 (D) out of bounds",/nas2/benchmarks/vpi/real/processed/tennis/0002_pt3.mp4,tennis,,,,Sihyun,"Action ambiguity, Multi-entity attribution",Discrete location,,TRUE,,,,,,,,,,,,,,,,,,,,
"In the first point, where did the ball land on its third-to-last bounce? (Note: ""Left"" and ""right"" are from the perspective of the player on that side of the court).
 
 (A) the left service box
 (B) the right service box
 (C) out of bounds
 (D) the backcourt",/nas2/benchmarks/vpi/real/processed/tennis/0002_pt3.mp4,tennis,No,Location,Sequence,Sihyun,"Action ambiguity, Multi-entity attribution",Sequence,,FALSE,,,,,,,,,,,,,,,,,,,,
"In the last point, which area was most frequently hit by the ball? (Note: ""Left"" and ""right"" are from the perspective of the player on that side of the court).
 
 (A) the backcourt
 (B) the right service box
 (C) out of bounds
 (D) the left service box",/nas2/benchmarks/vpi/real/processed/tennis/0002_pt3.mp4,tennis,No,Count,Dict,Sihyun,"Action ambiguity, Multi-entity attribution",Indexed counters,,FALSE,,,,,,,,,,,,,,,,,,,,
"In what order do the players score throughout the video?
 
 (A) the white-shirt and black-vest player -> the white-shirt and black-vest player -> the white-shirt and black-vest player
 (B) The black-shirt player -> The black-shirt player -> the white-shirt and black-vest player
 (C) The black-shirt player -> the white-shirt and black-vest player -> The black-shirt player
 (D) The black-shirt player -> the white-shirt and black-vest player -> the white-shirt and black-vest player",/nas2/benchmarks/vpi/real/processed/tennis/0002_pt3.mp4,tennis,No,Attribute,Sequence,Sihyun,"Action ambiguity, Multi-entity attribution",Sequence,,FALSE,,,,,,,,,,,,,,,,,,,,
"In the last point, where did the scoring ball land? (Note: ""Left"" and ""right"" are from the perspective of the player on that side of the court).
 
 (A) the left service box
 (B) the backcourt
 (C) the right service box
 (D) out of bounds",/nas2/benchmarks/vpi/real/processed/tennis/0002_pt4.mp4,tennis,,,,Sihyun,"Action ambiguity, Multi-entity attribution",Discrete location,,TRUE,,,,,,,,,,,,,,,,,,,,
"In the second-to-last point, where did the ball land on its fourth-to-last bounce? (Note: ""Left"" and ""right"" are from the perspective of the player on that side of the court).
 
 (A) the right service box
 (B) out of bounds
 (C) the backcourt
 (D) the left service box",/nas2/benchmarks/vpi/real/processed/tennis/0002_pt4.mp4,tennis,No,Location,Sequence,Sihyun,"Action ambiguity, Multi-entity attribution",Sequence,,FALSE,,,,,,,,,,,,,,,,,,,,
"In the second-to-last point, which area was most frequently hit by the ball? (Note: ""Left"" and ""right"" are from the perspective of the player on that side of the court).
 
 (A) the right service box
 (B) the left service box
 (C) out of bounds
 (D) the backcourt",/nas2/benchmarks/vpi/real/processed/tennis/0002_pt4.mp4,tennis,No,Location,Sequence,Sihyun,"Action ambiguity, Multi-entity attribution",Indexed counters,,FALSE,,,,,,,,,,,,,,,,,,,,
"In what order do the players score throughout the video?
 
 (A) the white-shirt and black-vest player -> the white-shirt and black-vest player -> the white-shirt and black-vest player
 (B) The blue-shirt player -> The blue-shirt player -> the white-shirt and black-vest player
 (C) The blue-shirt player -> the white-shirt and black-vest player -> The blue-shirt player
 (D) The blue-shirt player -> the white-shirt and black-vest player -> the white-shirt and black-vest player",/nas2/benchmarks/vpi/real/processed/tennis/0002_pt4.mp4,tennis,No,Attribute,Sequence,Sihyun,"Action ambiguity, Multi-entity attribution",Sequence,,FALSE,,,,,,,,,,,,,,,,,,,,
"In the second-to-last point, where did the scoring ball land? (Note: ""Left"" and ""right"" are from the perspective of the player on that side of the court).
 
 (A) out of bounds
 (B) the left service box
 (C) the backcourt
 (D) the right service box",/nas2/benchmarks/vpi/real/processed/tennis/0002_pt5.mp4,tennis,,,,Sihyun,"Action ambiguity, Multi-entity attribution",Sequence,,TRUE,,,,,,,,,,,,,,,,,,,,
"In the second-to-last point, where did the ball land on its third-to-last bounce? (Note: ""Left"" and ""right"" are from the perspective of the player on that side of the court).
 
 (A) the backcourt
 (B) out of bounds
 (C) the left service box
 (D) the right service box",/nas2/benchmarks/vpi/real/processed/tennis/0002_pt5.mp4,tennis,No,Location,Sequence,Sihyun,"Action ambiguity, Multi-entity attribution",Sequence,,FALSE,,,,,,,,,,,,,,,,,,,,
"In the second-to-last point, which area was most frequently hit by the ball? (Note: ""Left"" and ""right"" are from the perspective of the player on that side of the court).
 
 (A) the right service box
 (B) the left service box
 (C) the backcourt
 (D) out of bounds",/nas2/benchmarks/vpi/real/processed/tennis/0002_pt5.mp4,tennis,No,Location,Sequence,Sihyun,"Action ambiguity, Multi-entity attribution",Indexed counters,,FALSE,,,,,,,,,,,,,,,,,,,,
"In what order do the players score throughout the video?
 
 (A) The blue-shirt player -> the blue-shirt player -> The blue-shirt player
 (B) the orange-shirt player -> the blue-shirt player -> the orange-shirt player
 (C) The blue-shirt player -> the blue-shirt player -> the orange-shirt player
 (D) The blue-shirt player -> the orange-shirt player -> the orange-shirt player",/nas2/benchmarks/vpi/real/processed/tennis/0002_pt5.mp4,tennis,No,Attribute,Sequence,Sihyun,"Action ambiguity, Multi-entity attribution",Sequence,,FALSE,,,,,,,,,,,,,,,,,,,,
"In the second point, where did the scoring ball land? (Note: ""Left"" and ""right"" are from the perspective of the player on that side of the court).
 
 (A) out of bounds
 (B) the right service box
 (C) the left service box
 (D) the backcourt",/nas2/benchmarks/vpi/real/processed/tennis/0002_pt6.mp4,tennis,,,,Sihyun,"Action ambiguity, Multi-entity attribution",Discrete location,,TRUE,,,,,,,,,,,,,,,,,,,,Yes
"In the last point, where did the ball land on its second-to-last bounce? (Note: ""Left"" and ""right"" are from the perspective of the player on that side of the court).
 
 (A) out of bounds
 (B) the left service box
 (C) the right service box
 (D) the backcourt",/nas2/benchmarks/vpi/real/processed/tennis/0002_pt6.mp4,tennis,No,Location,Sequence,Sihyun,"Action ambiguity, Multi-entity attribution",Sequence,,FALSE,,,,,,,,,,,,,,,,,,,,
"In the second-to-last point, which area was most frequently hit by the ball? (Note: ""Left"" and ""right"" are from the perspective of the player on that side of the court).
 
 (A) the right service box
 (B) out of bounds
 (C) the left service box
 (D) the backcourt",/nas2/benchmarks/vpi/real/processed/tennis/0002_pt6.mp4,tennis,No,Count,Dict,Sihyun,"Action ambiguity, Multi-entity attribution",Indexed counters,,FALSE,,,,,,,,,,,,,,,,,,,,
"In what order do the players score throughout the video?
 
 (A) The orange-shirt player -> the blue-shirt player -> the blue-shirt player
 (B) The blue-shirt player -> The orange-shirt player -> the blue-shirt player
 (C) The blue-shirt player -> the blue-shirt player -> The orange-shirt player
 (D) The blue-shirt player -> the blue-shirt player -> the blue-shirt player",/nas2/benchmarks/vpi/real/processed/tennis/0002_pt6.mp4,tennis,No,Attribute,Sequence,Sihyun,"Action ambiguity, Multi-entity attribution",Sequence,,FALSE,,,,,,,,,,,,,,,,,,,,
"In the second-to-last point, where did the scoring ball land? (Note: ""Left"" and ""right"" are from the perspective of the player on that side of the court).
 
 (A) the left service box
 (B) the backcourt
 (C) the right service box
 (D) out of bounds",/nas2/benchmarks/vpi/real/processed/tennis/0002_pt7.mp4,tennis,,,,Sihyun,"Action ambiguity, Multi-entity attribution",Sequence,,TRUE,,,,,,,,,,,,,,,,,,,,Yes
"In the second point, where did the ball land on its second-to-last bounce? (Note: ""Left"" and ""right"" are from the perspective of the player on that side of the court).
 
 (A) the left service box
 (B) the backcourt
 (C) out of bounds
 (D) the right service box",/nas2/benchmarks/vpi/real/processed/tennis/0002_pt7.mp4,tennis,No,Location,Sequence,Sihyun,"Action ambiguity, Multi-entity attribution",Discrete location,,FALSE,,,,,,,,,,,,,,,,,,,,Yes
"In the second point, which area was most frequently hit by the ball? (Note: ""Left"" and ""right"" are from the perspective of the player on that side of the court).
 
 (A) out of bounds
 (B) the left service box
 (C) the right service box
 (D) the backcourt",/nas2/benchmarks/vpi/real/processed/tennis/0002_pt7.mp4,tennis,No,Count,Dict,Sihyun,"Action ambiguity, Multi-entity attribution",Indexed counters,,FALSE,,,,,,,,,,,,,,,,,,,,
"In what order do the players score throughout the video?
 
 (A) The orange-shirt player -> the blue-shirt player -> The orange-shirt player -> the orange-shirt player
 (B) The orange-shirt player -> the blue-shirt player -> the blue-shirt player -> the blue-shirt player
 (C) the blue-shirt player -> the blue-shirt player -> the blue-shirt player -> the orange-shirt player
 (D) The orange-shirt player -> the blue-shirt player -> the blue-shirt player -> the orange-shirt player",/nas2/benchmarks/vpi/real/processed/tennis/0002_pt7.mp4,tennis,No,Attribute,Sequence,Sihyun,"Action ambiguity, Multi-entity attribution",Sequence,,FALSE,,,,,,,,,,,,,,,,,,,,
"In the first point, where did the scoring ball land? (Note: ""Left"" and ""right"" are from the perspective of the player on that side of the court).
 
 (A) the left service box
 (B) the right service box
 (C) out of bounds
 (D) the backcourt",/nas2/benchmarks/vpi/real/processed/tennis/0002_pt8.mp4,tennis,,,,Sihyun,"Action ambiguity, Multi-entity attribution",Discrete location,,TRUE,,,,,,,,,,,,,,,,,,,,
"In the last point, where did the ball land on its second-to-last bounce? (Note: ""Left"" and ""right"" are from the perspective of the player on that side of the court).
 
 (A) out of bounds
 (B) the left service box
 (C) the right service box
 (D) the backcourt",/nas2/benchmarks/vpi/real/processed/tennis/0002_pt8.mp4,tennis,No,Location,Sequence,Sihyun,"Action ambiguity, Multi-entity attribution",Sequence,,FALSE,,,,,,,,,,,,,,,,,,,,
"In the last point, which area was most frequently hit by the ball? (Note: ""Left"" and ""right"" are from the perspective of the player on that side of the court).
 
 (A) out of bounds
 (B) the right service box
 (C) the left service box
 (D) the backcourt",/nas2/benchmarks/vpi/real/processed/tennis/0002_pt8.mp4,tennis,No,Count,Dict,Sihyun,"Action ambiguity, Multi-entity attribution",Indexed counters,,FALSE,,,,,,,,,,,,,,,,,,,,
"In what order do the players score throughout the video?
 
 (A) The orange-shirt player -> the blue-shirt player -> The orange-shirt player -> the blue-shirt player
 (B) The orange-shirt player -> the blue-shirt player -> the blue-shirt player -> the blue-shirt player
 (C) the blue-shirt player -> the blue-shirt player -> the blue-shirt player -> the blue-shirt player
 (D) The orange-shirt player -> The orange-shirt player -> the blue-shirt player -> the blue-shirt player",/nas2/benchmarks/vpi/real/processed/tennis/0002_pt8.mp4,tennis,No,Attribute,Sequence,Sihyun,"Action ambiguity, Multi-entity attribution",Sequence,,FALSE,,,,,,,,,,,,,,,,,,,,
"In the last point, where did the scoring ball land? (Note: ""Left"" and ""right"" are from the perspective of the player on that side of the court).
 
 (A) the right service box
 (B) out of bounds
 (C) the backcourt
 (D) the left service box",/nas2/benchmarks/vpi/real/processed/tennis/0002_pt9.mp4,tennis,,,,Sihyun,"Action ambiguity, Multi-entity attribution",Discrete location,,TRUE,,,,,,,,,,,,,,,,,,,,
